,Dataset,# People,Modelos,NMI,cluster alg,multiview,vgg,resnet,senet
1327,celeba,50,S resnet50 kmeans,0.6608331608845432,kmeans,S,False,False,False
1328,celeba,50,S resnet50 kmeans,0.682892613921249,kmeans,S,False,False,False
1329,celeba,50,S resnet50 kmeans,0.6416395826547558,kmeans,S,False,False,False
1330,celeba,50,S resnet50 kmeans,0.7022012189950402,kmeans,S,False,False,False
1331,celeba,50,S resnet50 kmeans,0.6282612829947377,kmeans,S,False,False,False
1332,celeba,50,S resnet50 kmeans,0.6805929170857588,kmeans,S,False,False,False
1333,celeba,50,S resnet50 kmeans,0.6947984500732719,kmeans,S,False,False,False
1334,celeba,50,S resnet50 kmeans,0.6751490611320207,kmeans,S,False,False,False
1335,celeba,50,S resnet50 kmeans,0.5978799519946985,kmeans,S,False,False,False
1336,celeba,50,S resnet50 kmeans,0.6410242830026093,kmeans,S,False,False,False
1337,celeba,50,S resnet50 kmeans,0.6694023795518184,kmeans,S,False,False,False
1338,celeba,50,S resnet50 kmeans,0.722493867238869,kmeans,S,False,False,False
1339,celeba,50,S resnet50 kmeans,0.6310532257331788,kmeans,S,False,False,False
1340,celeba,50,S resnet50 kmeans,0.6461246277689747,kmeans,S,False,False,False
1341,celeba,50,S resnet50 kmeans,0.6351549340282822,kmeans,S,False,False,False
1342,lfw,100,S resnet50 kmeans,0.6956536376807362,kmeans,S,False,False,False
1343,lfw,100,S resnet50 kmeans,0.7570588840879299,kmeans,S,False,False,False
1344,lfw,100,S resnet50 kmeans,0.8402532850015366,kmeans,S,False,False,False
1345,lfw,100,S resnet50 kmeans,0.6962895918307315,kmeans,S,False,False,False
1346,lfw,100,S resnet50 kmeans,0.8161155142154021,kmeans,S,False,False,False
1347,lfw,100,S resnet50 kmeans,0.6976411384349431,kmeans,S,False,False,False
1348,lfw,100,S resnet50 kmeans,0.6849186478973197,kmeans,S,False,False,False
1349,lfw,100,S resnet50 kmeans,0.6114875558207582,kmeans,S,False,False,False
1350,lfw,100,S resnet50 kmeans,0.7124609778553099,kmeans,S,False,False,False
1351,lfw,100,S resnet50 kmeans,0.8346734178377535,kmeans,S,False,False,False
1352,lfw,100,S resnet50 kmeans,0.7729640194495955,kmeans,S,False,False,False
1353,lfw,100,S resnet50 kmeans,0.6464548342398496,kmeans,S,False,False,False
1354,lfw,100,S resnet50 kmeans,0.773957737616976,kmeans,S,False,False,False
1355,lfw,100,S resnet50 kmeans,0.724239342785256,kmeans,S,False,False,False
1356,lfw,100,S resnet50 kmeans,0.7086702277360938,kmeans,S,False,False,False
1357,lfw,100,S resnet50 kmeans,0.8188387616768662,kmeans,S,False,False,False
1358,lfw,100,S resnet50 kmeans,0.7399377878721843,kmeans,S,False,False,False
1359,lfw,100,S resnet50 kmeans,0.6752299284215536,kmeans,S,False,False,False
1360,lfw,100,S resnet50 kmeans,0.5928391937480412,kmeans,S,False,False,False
1361,lfw,100,S resnet50 kmeans,0.7056908467035974,kmeans,S,False,False,False
1362,lfw,100,S resnet50 kmeans,0.7207358168404507,kmeans,S,False,False,False
1363,lfw,100,S resnet50 kmeans,0.7296026005460423,kmeans,S,False,False,False
1364,lfw,100,S resnet50 kmeans,0.7646758472903559,kmeans,S,False,False,False
1365,lfw,100,S resnet50 kmeans,0.7373035844901863,kmeans,S,False,False,False
1366,lfw,100,S resnet50 kmeans,0.7808407497759912,kmeans,S,False,False,False
1367,lfw,100,S resnet50 kmeans,0.3564160159622427,kmeans,S,False,False,False
1368,lfw,100,S resnet50 kmeans,0.7102043211680945,kmeans,S,False,False,False
1369,lfw,100,S resnet50 kmeans,0.3127106261776872,kmeans,S,False,False,False
1370,lfw,100,S resnet50 kmeans,0.7479371875587866,kmeans,S,False,False,False
1371,lfw,100,S resnet50 kmeans,0.7666310581708846,kmeans,S,False,False,False
1372,lfw,100,S resnet50 kmeans,0.7876964192127281,kmeans,S,False,False,False
1373,lfw,100,S resnet50 kmeans,0.7597189326275141,kmeans,S,False,False,False
1374,lfw,100,S resnet50 kmeans,0.6736414878450362,kmeans,S,False,False,False
1375,lfw,100,S resnet50 kmeans,0.7747263186337124,kmeans,S,False,False,False
1376,lfw,100,S resnet50 kmeans,0.6722724821466086,kmeans,S,False,False,False
1377,lfw,100,S resnet50 kmeans,0.8112183084450822,kmeans,S,False,False,False
1378,lfw,100,S resnet50 kmeans,0.6925915713550467,kmeans,S,False,False,False
1379,lfw,100,S resnet50 kmeans,0.7051593495524486,kmeans,S,False,False,False
1380,lfw,100,S resnet50 kmeans,0.7654971484947657,kmeans,S,False,False,False
1381,lfw,100,S resnet50 kmeans,0.6910127866509568,kmeans,S,False,False,False
1382,lfw,100,S resnet50 kmeans,0.802480503432946,kmeans,S,False,False,False
1383,lfw,100,S resnet50 kmeans,0.7436937229121217,kmeans,S,False,False,False
1384,lfw,100,S resnet50 kmeans,0.7682391285865907,kmeans,S,False,False,False
1385,lfw,100,S resnet50 kmeans,0.8335586297665514,kmeans,S,False,False,False
1386,lfw,100,S resnet50 kmeans,0.8605918331222067,kmeans,S,False,False,False
1387,lfw,100,S resnet50 kmeans,0.6876056721674451,kmeans,S,False,False,False
1388,lfw,100,S resnet50 kmeans,0.7358302906849795,kmeans,S,False,False,False
1389,lfw,100,S resnet50 kmeans,0.7668152789757188,kmeans,S,False,False,False
1390,lfw,100,S resnet50 kmeans,0.7994326986513539,kmeans,S,False,False,False
1391,lfw,100,S resnet50 kmeans,0.7679517009694481,kmeans,S,False,False,False
1392,lfw,100,S resnet50 kmeans,0.7783534846403131,kmeans,S,False,False,False
1393,lfw,100,S resnet50 kmeans,0.3292929559755127,kmeans,S,False,False,False
1394,lfw,100,S resnet50 kmeans,0.7607004859333086,kmeans,S,False,False,False
1395,lfw,100,S resnet50 kmeans,0.5916361807040459,kmeans,S,False,False,False
1396,lfw,100,S resnet50 kmeans,0.7719073391855509,kmeans,S,False,False,False
1397,lfw,100,S resnet50 kmeans,0.8411385353012113,kmeans,S,False,False,False
1398,lfw,100,S resnet50 kmeans,0.7942346018228206,kmeans,S,False,False,False
1399,lfw,100,S resnet50 kmeans,0.6727355776625754,kmeans,S,False,False,False
1400,celeba,500,S resnet50 kmeans,0.6438628928420899,kmeans,S,False,False,False
1401,maskedlfw,50,S resnet50 kmeans,0.6366001546776775,kmeans,S,False,False,False
1402,maskedlfw,500,S resnet50 kmeans,0.888604223510204,kmeans,S,False,False,False
1403,maskedlfw,500,S resnet50 kmeans,0.8337228495031165,kmeans,S,False,False,False
1404,maskedlfw,500,S resnet50 kmeans,0.8363789248072071,kmeans,S,False,False,False
1405,maskedlfw,500,S resnet50 kmeans,0.8776442182466818,kmeans,S,False,False,False
1406,maskedlfw,500,S resnet50 kmeans,0.8622311540140349,kmeans,S,False,False,False
1407,maskedlfw,500,S resnet50 kmeans,0.890342612405727,kmeans,S,False,False,False
1408,maskedlfw,500,S resnet50 kmeans,0.7622861659348162,kmeans,S,False,False,False
1409,maskedlfw,500,S resnet50 kmeans,0.8832213265242396,kmeans,S,False,False,False
1410,maskedlfw,500,S resnet50 kmeans,0.8815270652918228,kmeans,S,False,False,False
1411,maskedlfw,500,S resnet50 kmeans,0.854717150156835,kmeans,S,False,False,False
1412,maskedlfw,500,S resnet50 kmeans,0.8689489351126306,kmeans,S,False,False,False
1413,maskedlfw,500,S resnet50 kmeans,0.8741154999505816,kmeans,S,False,False,False
1414,celeba,500,S resnet50 kmeans,0.6461200713572248,kmeans,S,False,False,False
1415,yale,15,S resnet50 kmeans,0.9749225670176468,kmeans,S,False,False,False
1416,yale,15,S resnet50 kmeans,0.958754520678436,kmeans,S,False,False,False
1417,yale,15,S resnet50 kmeans,0.9511248220150872,kmeans,S,False,False,False
1418,yale,15,S resnet50 kmeans,0.9673071427466766,kmeans,S,False,False,False
1419,yale,15,S resnet50 kmeans,0.9446188762380128,kmeans,S,False,False,False
1420,yale,15,S resnet50 kmeans-pca,0.958754520678436,kmeans-pca,S,False,False,False
1421,celeba,50,S resnet50 kmeans-pca,0.678004944177974,kmeans-pca,S,False,False,False
1422,celeba,50,S resnet50 kmeans-pca,0.65434667346935,kmeans-pca,S,False,False,False
1423,celeba,50,S resnet50 kmeans-pca,0.6902673625815094,kmeans-pca,S,False,False,False
1424,celeba,50,S resnet50 kmeans-pca,0.6729436715168116,kmeans-pca,S,False,False,False
1425,celeba,50,S resnet50 kmeans-pca,0.6875813897777728,kmeans-pca,S,False,False,False
1426,celeba,50,S resnet50 kmeans-pca,0.6386703126581502,kmeans-pca,S,False,False,False
1427,celeba,50,S resnet50 kmeans-pca,0.6934409569606552,kmeans-pca,S,False,False,False
1428,celeba,50,S resnet50 kmeans-pca,0.6924479468384713,kmeans-pca,S,False,False,False
1429,celeba,50,S resnet50 kmeans-pca,0.709998899655353,kmeans-pca,S,False,False,False
1430,celeba,50,S resnet50 kmeans-pca,0.6917353184502185,kmeans-pca,S,False,False,False
1431,celeba,50,S resnet50 kmeans-pca,0.642444991792177,kmeans-pca,S,False,False,False
1432,celeba,50,S resnet50 kmeans-pca,0.7285640613682955,kmeans-pca,S,False,False,False
1433,celeba,50,S resnet50 kmeans-pca,0.6981462485676885,kmeans-pca,S,False,False,False
1434,celeba,50,S resnet50 kmeans-pca,0.6849517201910577,kmeans-pca,S,False,False,False
1435,celeba,50,S resnet50 kmeans-pca,0.7358240194755579,kmeans-pca,S,False,False,False
1436,celeba,50,S resnet50 kmeans-pca,0.6945535482465822,kmeans-pca,S,False,False,False
1437,celeba,50,S resnet50 kmeans-pca,0.6928052139345334,kmeans-pca,S,False,False,False
1438,celeba,50,S resnet50 kmeans-pca,0.6900149367259535,kmeans-pca,S,False,False,False
1439,celeba,50,S resnet50 kmeans-pca,0.7019116798694807,kmeans-pca,S,False,False,False
1440,celeba,50,S resnet50 kmeans-pca,0.6747381330262185,kmeans-pca,S,False,False,False
1441,celeba,50,S resnet50 kmeans-pca,0.6806277768301424,kmeans-pca,S,False,False,False
1442,celeba,50,S resnet50 kmeans-pca,0.6666139218943665,kmeans-pca,S,False,False,False
1443,celeba,50,S resnet50 kmeans-pca,0.6875344829809341,kmeans-pca,S,False,False,False
1444,celeba,50,S resnet50 kmeans-pca,0.6592562448505108,kmeans-pca,S,False,False,False
1445,celeba,50,S resnet50 kmeans-pca,0.6461194791959542,kmeans-pca,S,False,False,False
1446,celeba,50,S resnet50 kmeans-pca,0.654351201779747,kmeans-pca,S,False,False,False
1447,celeba,50,S resnet50 kmeans-pca,0.6995750226573247,kmeans-pca,S,False,False,False
1448,celeba,50,S resnet50 kmeans-pca,0.6837679054123056,kmeans-pca,S,False,False,False
1449,celeba,50,S resnet50 kmeans-pca,0.6873368271955071,kmeans-pca,S,False,False,False
1450,celeba,50,S resnet50 kmeans-pca,0.7143873176764998,kmeans-pca,S,False,False,False
1451,celeba,50,S resnet50 kmeans-pca,0.6779518414041245,kmeans-pca,S,False,False,False
1452,celeba,50,S resnet50 kmeans-pca,0.6698768244391017,kmeans-pca,S,False,False,False
1453,celeba,50,S resnet50 kmeans-pca,0.6757903081510537,kmeans-pca,S,False,False,False
1454,celeba,50,S resnet50 kmeans-pca,0.6479867226185606,kmeans-pca,S,False,False,False
1455,celeba,50,S resnet50 kmeans-pca,0.6736297135390198,kmeans-pca,S,False,False,False
1456,celeba,50,S resnet50 kmeans-pca,0.6792725926048429,kmeans-pca,S,False,False,False
1457,celeba,50,S resnet50 kmeans-pca,0.7002934024842348,kmeans-pca,S,False,False,False
1458,celeba,50,S resnet50 kmeans-pca,0.6621357683245377,kmeans-pca,S,False,False,False
1459,celeba,50,S resnet50 kmeans-pca,0.6482859368041222,kmeans-pca,S,False,False,False
1460,celeba,50,S resnet50 kmeans-pca,0.6590638277277779,kmeans-pca,S,False,False,False
1461,celeba,50,S resnet50 kmeans-pca,0.6708685220416826,kmeans-pca,S,False,False,False
1462,celeba,50,S resnet50 kmeans-pca,0.6651775340417451,kmeans-pca,S,False,False,False
1463,celeba,50,S resnet50 kmeans-pca,0.6952975748507569,kmeans-pca,S,False,False,False
1464,celeba,50,S resnet50 kmeans-pca,0.6550228033125294,kmeans-pca,S,False,False,False
1465,celeba,50,S resnet50 kmeans-pca,0.7042705815998671,kmeans-pca,S,False,False,False
1466,celeba,50,S resnet50 kmeans-pca,0.6707384140600081,kmeans-pca,S,False,False,False
1467,celeba,50,S resnet50 kmeans-pca,0.6575579403015314,kmeans-pca,S,False,False,False
1468,celeba,50,S resnet50 kmeans-pca,0.6918193713074946,kmeans-pca,S,False,False,False
1469,celeba,50,S resnet50 kmeans-pca,0.6915004626310192,kmeans-pca,S,False,False,False
1470,celeba,50,S resnet50 kmeans-pca,0.6883429819636214,kmeans-pca,S,False,False,False
1471,celeba,50,S resnet50 kmeans-pca,0.7072779038618231,kmeans-pca,S,False,False,False
1472,celeba,50,S resnet50 kmeans-pca,0.6603154713934047,kmeans-pca,S,False,False,False
1473,celeba,50,S resnet50 kmeans-pca,0.689577059897293,kmeans-pca,S,False,False,False
1474,celeba,50,S resnet50 kmeans-pca,0.6947227167410972,kmeans-pca,S,False,False,False
1475,celeba,50,S resnet50 kmeans-pca,0.6523606187916903,kmeans-pca,S,False,False,False
1476,celeba,50,S resnet50 kmeans-pca,0.6625343588502879,kmeans-pca,S,False,False,False
1477,celeba,50,S resnet50 kmeans-pca,0.7105074887397546,kmeans-pca,S,False,False,False
1478,celeba,50,S resnet50 kmeans-pca,0.7067451268116502,kmeans-pca,S,False,False,False
1479,celeba,50,S resnet50 kmeans-pca,0.6812784596881126,kmeans-pca,S,False,False,False
1480,celeba,50,S resnet50 kmeans-pca,0.7038717063807455,kmeans-pca,S,False,False,False
1481,celeba,50,S resnet50 kmeans-pca,0.6424570493761607,kmeans-pca,S,False,False,False
1482,celeba,50,S resnet50 kmeans-pca,0.6851464049974071,kmeans-pca,S,False,False,False
1483,celeba,50,S resnet50 kmeans-pca,0.6811059722162671,kmeans-pca,S,False,False,False
1484,celeba,50,S resnet50 kmeans-pca,0.6911163697854128,kmeans-pca,S,False,False,False
1485,celeba,50,S resnet50 kmeans-pca,0.689242703471814,kmeans-pca,S,False,False,False
1486,celeba,50,S resnet50 kmeans-pca,0.6795097132296435,kmeans-pca,S,False,False,False
1487,celeba,50,S resnet50 kmeans-pca,0.6679094007140784,kmeans-pca,S,False,False,False
1488,celeba,50,S resnet50 kmeans-pca,0.6913433027218417,kmeans-pca,S,False,False,False
1489,celeba,50,S resnet50 kmeans-pca,0.6686961350363576,kmeans-pca,S,False,False,False
1490,celeba,50,S resnet50 kmeans-pca,0.699995360887814,kmeans-pca,S,False,False,False
1491,celeba,50,S resnet50 kmeans-pca,0.6948923940537827,kmeans-pca,S,False,False,False
1492,celeba,50,S resnet50 kmeans-pca,0.6289789242513765,kmeans-pca,S,False,False,False
1493,celeba,50,S resnet50 kmeans-pca,0.6993162737520983,kmeans-pca,S,False,False,False
1494,celeba,50,S resnet50 kmeans-pca,0.7020999064828087,kmeans-pca,S,False,False,False
1495,celeba,50,S resnet50 kmeans-pca,0.7313358069484669,kmeans-pca,S,False,False,False
1496,celeba,50,S resnet50 kmeans-pca,0.6458618335464957,kmeans-pca,S,False,False,False
1497,celeba,50,S resnet50 kmeans-pca,0.6181354944593016,kmeans-pca,S,False,False,False
1498,celeba,50,S resnet50 kmeans-pca,0.6291784747045439,kmeans-pca,S,False,False,False
1499,celeba,50,S resnet50 kmeans-pca,0.683142916011408,kmeans-pca,S,False,False,False
1500,celeba,50,S resnet50 kmeans-pca,0.6778225198084271,kmeans-pca,S,False,False,False
1501,celeba,50,S resnet50 kmeans-pca,0.6652595251851829,kmeans-pca,S,False,False,False
1502,celeba,50,S resnet50 kmeans-pca,0.7002327614800297,kmeans-pca,S,False,False,False
1503,celeba,50,S resnet50 kmeans-pca,0.6912939372984724,kmeans-pca,S,False,False,False
1504,celeba,50,S resnet50 kmeans-pca,0.6806639447538075,kmeans-pca,S,False,False,False
1505,celeba,50,S resnet50 kmeans-pca,0.7022753577456694,kmeans-pca,S,False,False,False
1506,celeba,50,S resnet50 kmeans-pca,0.6836476246370826,kmeans-pca,S,False,False,False
1507,celeba,50,S resnet50 kmeans-pca,0.7230992278830047,kmeans-pca,S,False,False,False
1508,celeba,50,S resnet50 kmeans-pca,0.6790023578878289,kmeans-pca,S,False,False,False
1509,celeba,50,S resnet50 kmeans-pca,0.6383049555510502,kmeans-pca,S,False,False,False
1510,celeba,50,S resnet50 kmeans-pca,0.6911130594006342,kmeans-pca,S,False,False,False
1511,celeba,50,S resnet50 kmeans-pca,0.6953838246285974,kmeans-pca,S,False,False,False
1512,celeba,50,S resnet50 kmeans-pca,0.6565671996762946,kmeans-pca,S,False,False,False
1513,celeba,50,S resnet50 kmeans-pca,0.7031921806113957,kmeans-pca,S,False,False,False
1514,celeba,50,S resnet50 kmeans-pca,0.6717486738405771,kmeans-pca,S,False,False,False
1515,celeba,50,S resnet50 kmeans-pca,0.7392586996678827,kmeans-pca,S,False,False,False
1516,celeba,50,S resnet50 kmeans-pca,0.6852416776300667,kmeans-pca,S,False,False,False
1517,celeba,50,S resnet50 kmeans-pca,0.6765401938613145,kmeans-pca,S,False,False,False
1518,celeba,50,S resnet50 kmeans-pca,0.7051621196172896,kmeans-pca,S,False,False,False
1519,celeba,50,S resnet50 kmeans-pca,0.7476293166547371,kmeans-pca,S,False,False,False
1520,celeba,50,S resnet50 kmeans-pca,0.63686918648874,kmeans-pca,S,False,False,False
1521,celeba,50,S resnet50 kmeans-pca,0.6888968430626913,kmeans-pca,S,False,False,False
1522,celeba,50,S resnet50 kmeans-pca,0.702230916907403,kmeans-pca,S,False,False,False
1523,celeba,50,S resnet50 kmeans-pca,0.6871550502552655,kmeans-pca,S,False,False,False
1524,celeba,50,S resnet50 kmeans-pca,0.6691294017860878,kmeans-pca,S,False,False,False
1525,celeba,50,S resnet50 kmeans-pca,0.699022741323207,kmeans-pca,S,False,False,False
1526,celeba,50,S resnet50 kmeans-pca,0.645540463163393,kmeans-pca,S,False,False,False
1527,celeba,50,S resnet50 kmeans-pca,0.6480757698857046,kmeans-pca,S,False,False,False
1528,celeba,50,S resnet50 kmeans-pca,0.6895963254137429,kmeans-pca,S,False,False,False
1529,celeba,50,S resnet50 kmeans-pca,0.6693480087449369,kmeans-pca,S,False,False,False
1530,celeba,50,S resnet50 kmeans-pca,0.7094418076536635,kmeans-pca,S,False,False,False
1531,celeba,50,S resnet50 kmeans-pca,0.6691318845425297,kmeans-pca,S,False,False,False
1532,celeba,50,S resnet50 kmeans-pca,0.6957826781876557,kmeans-pca,S,False,False,False
1533,celeba,50,S resnet50 kmeans-pca,0.7335880876637175,kmeans-pca,S,False,False,False
1534,celeba,50,S resnet50 kmeans-pca,0.661733304823403,kmeans-pca,S,False,False,False
1535,celeba,50,S resnet50 kmeans-pca,0.7059059818682172,kmeans-pca,S,False,False,False
1536,celeba,50,S resnet50 kmeans-pca,0.6732668791796382,kmeans-pca,S,False,False,False
1537,celeba,50,S resnet50 kmeans-pca,0.7176601139802645,kmeans-pca,S,False,False,False
1538,celeba,50,S resnet50 kmeans-pca,0.7186400401899603,kmeans-pca,S,False,False,False
1539,celeba,50,S resnet50 kmeans-pca,0.6351453371650095,kmeans-pca,S,False,False,False
1540,celeba,50,S resnet50 kmeans-pca,0.7510697190784337,kmeans-pca,S,False,False,False
1541,celeba,50,S resnet50 kmeans-pca,0.7247610151302185,kmeans-pca,S,False,False,False
1542,celeba,50,S resnet50 kmeans-pca,0.6874326521911753,kmeans-pca,S,False,False,False
1543,celeba,50,S resnet50 kmeans-pca,0.6093719078791892,kmeans-pca,S,False,False,False
1544,celeba,50,S resnet50 kmeans-pca,0.659940723677833,kmeans-pca,S,False,False,False
1545,celeba,50,S resnet50 kmeans-pca,0.6933042013562999,kmeans-pca,S,False,False,False
1546,celeba,50,S resnet50 kmeans-pca,0.6910893225307424,kmeans-pca,S,False,False,False
1547,celeba,50,S resnet50 kmeans-pca,0.6736496059239679,kmeans-pca,S,False,False,False
1548,celeba,50,S resnet50 kmeans-pca,0.6533604488894794,kmeans-pca,S,False,False,False
1549,celeba,50,S resnet50 kmeans-pca,0.671069281822188,kmeans-pca,S,False,False,False
1550,celeba,50,S resnet50 kmeans-pca,0.7340849107352492,kmeans-pca,S,False,False,False
1551,celeba,50,S resnet50 kmeans-pca,0.7054824508327471,kmeans-pca,S,False,False,False
1552,celeba,50,S resnet50 kmeans-pca,0.6470008276624133,kmeans-pca,S,False,False,False
1553,celeba,50,S resnet50 kmeans-pca,0.7030788659714722,kmeans-pca,S,False,False,False
1554,celeba,50,S resnet50 kmeans-pca,0.7051729588474157,kmeans-pca,S,False,False,False
1555,celeba,50,S resnet50 kmeans-pca,0.6828332314976273,kmeans-pca,S,False,False,False
1556,celeba,50,S resnet50 kmeans-pca,0.6945535698633161,kmeans-pca,S,False,False,False
1557,celeba,50,S resnet50 kmeans-pca,0.7106346194212579,kmeans-pca,S,False,False,False
1558,celeba,50,S resnet50 kmeans-pca,0.6938601347119495,kmeans-pca,S,False,False,False
1559,celeba,50,S resnet50 kmeans-pca,0.7120839800994596,kmeans-pca,S,False,False,False
1560,celeba,50,S resnet50 kmeans-pca,0.7348223261808997,kmeans-pca,S,False,False,False
1561,celeba,50,S resnet50 kmeans-pca,0.6763032356657516,kmeans-pca,S,False,False,False
1562,celeba,50,S resnet50 kmeans-pca,0.6985561671905165,kmeans-pca,S,False,False,False
1563,celeba,50,S resnet50 kmeans-pca,0.6718359259872336,kmeans-pca,S,False,False,False
1564,celeba,50,S resnet50 kmeans-pca,0.6823897021221724,kmeans-pca,S,False,False,False
1565,celeba,50,S resnet50 kmeans-pca,0.6541572380299348,kmeans-pca,S,False,False,False
1566,celeba,50,S resnet50 kmeans-pca,0.722878219451984,kmeans-pca,S,False,False,False
1567,celeba,50,S resnet50 kmeans-pca,0.6461949595817328,kmeans-pca,S,False,False,False
1568,celeba,50,S resnet50 kmeans-pca,0.6830722503769654,kmeans-pca,S,False,False,False
1569,celeba,50,S resnet50 kmeans-pca,0.7134144701888432,kmeans-pca,S,False,False,False
1570,celeba,50,S resnet50 kmeans-pca,0.6980935872532588,kmeans-pca,S,False,False,False
1571,celeba,50,S resnet50 kmeans-pca,0.6814939442578434,kmeans-pca,S,False,False,False
1572,celeba,50,S resnet50 kmeans-pca,0.6631265794973054,kmeans-pca,S,False,False,False
1573,celeba,50,S resnet50 kmeans-pca,0.6845401930236726,kmeans-pca,S,False,False,False
1574,celeba,50,S resnet50 kmeans-pca,0.703314368906308,kmeans-pca,S,False,False,False
1575,celeba,50,S resnet50 kmeans-pca,0.7303578182652739,kmeans-pca,S,False,False,False
1576,celeba,50,S resnet50 kmeans-pca,0.6943048171840436,kmeans-pca,S,False,False,False
1577,celeba,50,S resnet50 kmeans-pca,0.6977216976778322,kmeans-pca,S,False,False,False
1578,celeba,50,S resnet50 kmeans-pca,0.7096718989971128,kmeans-pca,S,False,False,False
1579,celeba,50,S resnet50 kmeans-pca,0.6979786088775822,kmeans-pca,S,False,False,False
1580,celeba,50,S resnet50 kmeans-pca,0.6816167238377748,kmeans-pca,S,False,False,False
1581,celeba,50,S resnet50 kmeans-pca,0.6355250863045551,kmeans-pca,S,False,False,False
1582,celeba,50,S resnet50 kmeans-pca,0.6821970458752871,kmeans-pca,S,False,False,False
1583,celeba,50,S resnet50 kmeans-pca,0.7095026676726797,kmeans-pca,S,False,False,False
1584,celeba,50,S resnet50 kmeans-pca,0.7096213806578946,kmeans-pca,S,False,False,False
1585,celeba,50,S resnet50 kmeans-pca,0.6744445986276612,kmeans-pca,S,False,False,False
1586,celeba,50,S resnet50 kmeans-pca,0.7001186121480538,kmeans-pca,S,False,False,False
1587,celeba,50,S resnet50 kmeans-pca,0.6706182152867372,kmeans-pca,S,False,False,False
1588,celeba,50,S resnet50 kmeans-pca,0.6419051487976181,kmeans-pca,S,False,False,False
1589,celeba,50,S resnet50 kmeans-pca,0.6755840817964232,kmeans-pca,S,False,False,False
1590,celeba,50,S resnet50 kmeans-pca,0.6750164377267562,kmeans-pca,S,False,False,False
1591,celeba,50,S resnet50 kmeans-pca,0.7000713264376294,kmeans-pca,S,False,False,False
1592,celeba,50,S resnet50 kmeans-pca,0.677848603772983,kmeans-pca,S,False,False,False
1593,celeba,50,S resnet50 kmeans-pca,0.6878389919484367,kmeans-pca,S,False,False,False
1594,celeba,50,S resnet50 kmeans-pca,0.7029104251263623,kmeans-pca,S,False,False,False
1595,celeba,50,S resnet50 kmeans-pca,0.7309812347249316,kmeans-pca,S,False,False,False
1596,celeba,50,S resnet50 kmeans-pca,0.6139888231832724,kmeans-pca,S,False,False,False
1597,celeba,50,S resnet50 kmeans-pca,0.6808816676466983,kmeans-pca,S,False,False,False
1598,celeba,50,S resnet50 kmeans-pca,0.6682475892956008,kmeans-pca,S,False,False,False
1599,celeba,50,S resnet50 kmeans-pca,0.6320443411088684,kmeans-pca,S,False,False,False
1600,celeba,50,S resnet50 kmeans-pca,0.7148311307860395,kmeans-pca,S,False,False,False
1601,celeba,50,S resnet50 kmeans-pca,0.6949547190061568,kmeans-pca,S,False,False,False
1602,celeba,50,S resnet50 kmeans-pca,0.6617178692382363,kmeans-pca,S,False,False,False
1603,celeba,50,S resnet50 kmeans-pca,0.6881195090423335,kmeans-pca,S,False,False,False
1604,celeba,50,S resnet50 kmeans-pca,0.7404208987554649,kmeans-pca,S,False,False,False
1605,celeba,50,S resnet50 kmeans-pca,0.6574699004954621,kmeans-pca,S,False,False,False
1606,celeba,50,S resnet50 kmeans-pca,0.6730900102228464,kmeans-pca,S,False,False,False
1607,celeba,50,S resnet50 kmeans-pca,0.6601031711376899,kmeans-pca,S,False,False,False
1608,celeba,50,S resnet50 kmeans-pca,0.6604089563917263,kmeans-pca,S,False,False,False
1609,celeba,50,S resnet50 kmeans-pca,0.6702340152517863,kmeans-pca,S,False,False,False
1610,celeba,50,S resnet50 kmeans-pca,0.7186295215438935,kmeans-pca,S,False,False,False
1611,celeba,50,S resnet50 kmeans-pca,0.6806285260891799,kmeans-pca,S,False,False,False
1612,celeba,50,S resnet50 kmeans-pca,0.6870534458007354,kmeans-pca,S,False,False,False
1613,celeba,50,S resnet50 kmeans-pca,0.6866465783045831,kmeans-pca,S,False,False,False
1614,celeba,50,S resnet50 kmeans-pca,0.7119491583352792,kmeans-pca,S,False,False,False
1615,celeba,50,S resnet50 kmeans-pca,0.6547317695436172,kmeans-pca,S,False,False,False
1616,celeba,50,S resnet50 kmeans-pca,0.6780106611416381,kmeans-pca,S,False,False,False
1617,celeba,50,S resnet50 kmeans-pca,0.7110735793317751,kmeans-pca,S,False,False,False
1618,celeba,50,S resnet50 kmeans-pca,0.6872826610472643,kmeans-pca,S,False,False,False
1619,celeba,50,S resnet50 kmeans-pca,0.647161118013086,kmeans-pca,S,False,False,False
1620,celeba,50,S resnet50 kmeans-pca,0.6654257490265916,kmeans-pca,S,False,False,False
1621,celeba,50,S resnet50 kmeans-pca,0.706824770926291,kmeans-pca,S,False,False,False
1622,celeba,50,S resnet50 kmeans-pca,0.7183915842479515,kmeans-pca,S,False,False,False
1623,celeba,50,S resnet50 kmeans-pca,0.663470197371006,kmeans-pca,S,False,False,False
1624,celeba,50,S resnet50 kmeans-pca,0.6740857657501772,kmeans-pca,S,False,False,False
1625,celeba,50,S resnet50 kmeans-pca,0.6510861308956136,kmeans-pca,S,False,False,False
1626,lfw,100,S resnet50 kmeans-pca,0.692193491134686,kmeans-pca,S,False,False,False
1627,lfw,100,S resnet50 kmeans-pca,0.7801858167347449,kmeans-pca,S,False,False,False
1628,lfw,100,S resnet50 kmeans-pca,0.8303265478693864,kmeans-pca,S,False,False,False
